Gene,ESRE,ESRE,ESRE,EBI Mac,EBI Mac,EBI Mac,Spl Mac,Spl Mac
5430411K18Rik,2068.989467,2221.758796,2388.014754,373.2070105,433.5434145,378.2172011,30.34170839,21.679402
5430416N02Rik,6.216292841,8.398080286,9.030545039,25.66816775,33.75952818,29.59333062,20.22780559,43.35880399
5430416O09Rik,0,0,0,0.407431234,0.296136212,0,0,0
5430417L22Rik,226.8946887,233.2800079,217.8618991,159.3056126,177.385591,172.1465696,20.22780559,57.81173866
5430419D17Rik,0,0,0,0,0,0,0,0
5430421F17Rik,0,0,0,0,0,0,0,0
5430421N21Rik,0,0,0,0,1.776817273,1.443577103,0,0
5430425J12Rik,0,0,0,0,0,0,0,0
5430427M07Rik,0,0.933120032,0.564409065,0.814862468,0,0.721788552,0,0
5430427O19Rik,7.252341647,6.531840223,2.25763626,15.88981813,21.02567106,19.12739662,45.51256259,65.03820599
5430428K19Rik,4.144195227,0,0,0,0,0.360894276,0,0
5430434I15Rik,0,0,0,0,0,0,0,0
5430435G22Rik,0,1.866240064,0.564409065,12.63036826,17.47203651,17.32292524,465.2395287,672.0614619
5430437J10Rik,0,0,0,0.407431234,0,0.360894276,0,7.226467332
5430437P03Rik,405.0950835,460.0281757,401.8592542,363.0212296,363.6552685,382.1870381,1041.731988,1026.158361
5430440P10Rik,0,0,0,0,0.296136212,0,0,0
5530400C23Rik,0,0,0,0,0,0,0,0
5530401A14Rik,0,0,0,0,0,0,0,0
5530601H04Rik,279.7331778,310.7289706,287.284214,39.52082971,41.45906969,55.2168242,136.5376878,36.13233666
5730403B10Rik,50.76639153,60.65280207,54.7476793,182.5291929,180.3469532,167.454944,247.7906185,310.7380953
5730403I07Rik,0,0,0,0,0,0,0,0
5730405O15Rik,4.144195227,0.933120032,4.515272519,0.407431234,1.184544848,1.443577103,0,0
5730408K05Rik,2.072097614,2.799360095,0.564409065,3.259449873,3.849770757,1.804471379,10.1139028,7.226467332
5730409E04Rik,0,0,0.564409065,7.333762215,8.291813939,5.052519862,65.74036818,93.94407532
5730412P04Rik,0,0.933120032,0.564409065,0,0.296136212,0,0,0
5730416F02Rik,0,0,0,0,0,0,0,0
5730419I09Rik,3074.992859,2856.280417,3054.01745,379.7259102,352.4020924,346.8193991,121.3668336,36.13233666
5730420D15Rik,0,0,0,0,0,0,0,0
5730422E09Rik,0,0,1.12881813,1.222293702,1.184544848,0.721788552,0,0
5730435O14Rik,3.10814642,1.866240064,2.822045325,0,0,0.360894276,0,0
5730437N04Rik,167.8399067,141.8342448,169.3227195,189.0480926,157.840601,200.6572174,505.6951399,440.8145073
5730455O13Rik,23.82912256,25.19424086,33.30013483,58.26266648,58.04269757,56.29950703,65.74036818,57.81173866
5730455P16Rik,95.31649022,94.24512321,116.8326764,106.3395521,105.4244915,123.4258423,278.1323269,187.8881506
5730457N03Rik,0,0,0,0,0,0,0,0
5730460C07Rik,10.36048807,8.398080286,4.515272519,9.77834962,7.10726909,10.10503972,0,0
5730469M10Rik,29482.84089,31490.00171,31823.64072,264.8303022,291.3980327,290.1589978,556.2646539,419.1351053
5730480H06Rik,5.180244034,8.398080286,3.38645439,6.926330981,6.514996666,3.608942758,5.056951399,0
5730494M16Rik,51.80244034,57.85344197,49.10358865,89.63487151,105.4244915,117.6515339,111.2529308,216.79402
5730494N06Rik,220.6783958,211.8182472,180.0464917,79.44909066,75.51473408,48.35983296,257.9045213,79.49114065
5730507C01Rik,0,0,0,2.444587405,2.072953485,1.082682828,5.056951399,7.226467332
5730508B09Rik,885.8217298,784.7539467,770.9827827,319.4260876,285.1791722,360.8942758,91.02512518,137.3028793
5730522E02Rik,0,0,0,0,0,0.360894276,0,0
5730528L13Rik,0,0,0,11.81550579,15.10294682,6.856991241,35.39865979,7.226467332
5730559C18Rik,0,1.866240064,0,0,1.48068106,1.082682828,0,0
5730577I03Rik,9.324439261,1.866240064,2.25763626,2.037156171,1.184544848,2.887154207,0,0
5730590G19Rik,356.4007895,372.3148927,353.8844837,418.4318775,414.5906969,400.5926462,40.45561119,0
5830403L16Rik,0,0,0,0,0,0,0,0
5830403M04Rik,0,0,0,0.407431234,0.296136212,0,0,0
5830411N06Rik,0,0,0,0,0.296136212,0.360894276,0,0
5830415F09Rik,127.4340032,97.04448331,114.0106311,64.374135,59.81951484,56.29950703,15.1708542,14.45293466
5830416I19Rik,0,0,0.564409065,0,0,0,0,7.226467332
5830416P10Rik,0,0,0,13.85266196,25.17157803,13.71398248,40.45561119,93.94407532
5830417I10Rik,109.8211735,137.1686447,119.6547218,208.6047919,211.7373916,166.7331554,65.74036818,224.0204873
5830418K08Rik,440.3207429,535.6108982,531.6733392,456.7304135,431.1743248,402.7580118,55.62646539,151.755814
5830418P13Rik,12.43258568,2.799360095,5.079681584,4.481743576,1.48068106,2.165365655,0,0
5830428M24Rik,0,0,0,0.407431234,1.776817273,0.721788552,0,0
5830432E09Rik,4.144195227,0.933120032,2.25763626,17.51954307,19.24885379,15.15755959,5.056951399,0
5830433M19Rik,105.6769783,90.51264308,88.61222319,107.1544146,96.24426893,120.1777939,25.28475699,28.90586933
5830473C10Rik,5.180244034,0.933120032,1.12881813,0,0.296136212,0,0,0
5930403L14Rik,0,0,0,4.074312342,1.776817273,1.443577103,0,0
5930412G12Rik,0,0,0,0,0,0,0,0
5930416I19Rik,238.2912256,274.3372893,202.0584452,241.1992906,228.3210195,211.4840456,111.2529308,108.39701
5930434B04Rik,8.288390454,8.398080286,7.337317844,69.26330981,70.48041848,64.60007538,131.4807364,289.0586933
5930438M14,0,0,1.12881813,0,0,0,0,0
6030405A18Rik,0,0,0,2.444587405,2.665225909,5.413414138,0,0
6030407O03Rik,0,0,0,0,0,0,0,0
6030408B16Rik,0,0,0,0,0,0.360894276,0,0
6030419C18Rik,0,0,0,0,1.776817273,0,0,0
6030422M02Rik,18.64887852,16.79616057,14.11022662,12.63036826,9.772494999,10.10503972,20.22780559,7.226467332
6030429G01Rik,0,0,0,3.259449873,7.995677727,2.887154207,96.08207657,86.71760799
6030440G07Rik,0,0,0,0.407431234,0,0.721788552,0,0
6030446N20Rik,38.33380585,26.12736089,40.07304361,39.11339848,36.12861788,30.67601345,5.056951399,28.90586933
6030458C11Rik,759.4237754,837.9417885,841.5339158,490.5472059,443.6120457,474.5759727,75.85427098,260.152824
6030466F02Rik,0,0,0,0,0,0,0,0
6030468B19Rik,630.9537233,678.3782631,620.2855623,335.3159057,305.6125709,346.4585048,70.79731958,0
6030498E09Rik,0,0,0,0.407431234,0,0,0,0
6230400D17Rik,6.216292841,2.799360095,4.515272519,3.666881107,2.961362121,2.526259931,0,0
6230409E13Rik,1.036048807,0,0,0.814862468,0.888408636,1.082682828,0,0
6230427J02Rik,307.7064956,267.8054491,281.6401234,119.3773516,150.733332,113.6816969,166.8793962,130.076412
6330403A02Rik,0,0,0,0,0.296136212,1.082682828,0,0
6330403K07Rik,1.036048807,3.732480127,2.25763626,4.074312342,5.62658803,3.608942758,0,0
6330406I15Rik,0,0,0,0.407431234,0.888408636,0.721788552,0,0
6330407A03Rik,0,0,0,2.037156171,4.442043181,3.969837034,970.9346685,650.3820599
6330407J23Rik,0,0,1.12881813,0,0.296136212,0,0,0
6330408A02Rik,13.46863449,22.39488076,21.44754447,31.77963626,24.28316939,21.29276227,25.28475699,0
6330409D20Rik,2.072097614,0.933120032,0,7.741193449,10.36476742,9.022356896,0,0
6330409N04Rik,23.82912256,33.59232114,39.50863454,77.41193449,68.99973742,86.97552048,30.34170839,28.90586933
6330410L21Rik,0,0,0,0,0,0.360894276,0,0
6330415B21Rik,0,0,0,0,0,0,0,0
6330416G13Rik,14.50468329,9.331200318,18.62549914,89.22744028,94.17131545,93.47161744,541.0937997,592.5703212
6330418K02Rik,2.072097614,0.933120032,3.38645439,13.03779949,8.587950151,8.66146262,30.34170839,72.26467332
6330439K17Rik,0,0,1.12881813,0,0.592272424,0,0,0
6330503K22Rik,341.8961062,329.3913712,362.9150287,339.3902181,278.6641756,343.5713506,10.1139028,14.45293466
6330512M04Rik,1.036048807,3.732480127,1.693227195,2.037156171,1.776817273,2.165365655,65.74036818,0
6330527O06Rik,0,0,0,0,0,0,0,0
6330545A04Rik,5.180244034,3.732480127,5.644090649,11.81550579,5.922724242,3.608942758,0,0
6330549D23Rik,5.180244034,3.732480127,3.950863454,13.85266196,8.884086363,9.744145448,0,0
6330578E17Rik,945.9125606,939.651872,983.2005911,869.8656849,849.3186563,866.5071563,298.3601325,180.6616833
6430411K18Rik,0,0,0,0.814862468,1.184544848,1.443577103,0,0
6430527G18Rik,89.10019738,98.91072337,96.5139501,24.44587405,40.27452485,24.17991648,70.79731958,79.49114065
6430531B16Rik,0,0,0,2.037156171,0.888408636,0.721788552,0,0
6430548G04,35.22565943,43.85664149,27.65604418,0,0,0,0,0
6430548M08Rik,0,0,0,61.11468512,114.3085779,70.37438379,1860.958115,2131.807863
6430550D23Rik,2.072097614,7.464960254,3.38645439,5.704037278,2.665225909,3.608942758,0,0
6430562O15Rik,6.216292841,11.19744038,7.901726909,49.29917933,48.56633878,46.19446731,0,0
6430571L13Rik,18.64887852,10.26432035,9.594954104,0.814862468,0.888408636,0,0,0
6430573F11Rik,0,0,0,0.814862468,0.296136212,0,0,0
6430584L05,0,0,0,0,0,0,0,0
6430598A04Rik,21.75702494,20.5286407,32.73572577,11.40807456,16.58362788,11.9095111,0,79.49114065
6430704M03Rik,0,0,0,0,0.592272424,0,0,0
6430706D22Rik,0,0,0,0,0,0,0,0
6530401N04Rik,76.6676117,96.11136327,80.14608722,90.85716522,94.46745166,79.39674069,65.74036818,7.226467332
6530402F18Rik,4.144195227,5.598720191,2.25763626,19.96413047,28.13294015,24.54081076,30.34170839,14.45293466
6530411M01Rik,0,0,0,0,0,0,0,0
6530418L21Rik,1163.48281,1155.202599,1217.994762,6.926330981,5.330451818,3.608942758,10.1139028,0
6530439I21,0,0,0,0,0.296136212,0,0,0
6720401G13Rik,23.82912256,21.46176073,23.70518073,128.74827,127.6347074,88.05820331,50.56951399,50.58527133
6720456B07Rik,475.5464023,446.0313752,475.7968417,390.7265536,402.7452485,402.7580118,1208.611384,1214.046512
6720456H20Rik,92.2083438,92.37888315,91.43426852,147.0826755,144.2183353,122.3431595,247.7906185,144.5293466
6720463M24Rik,264.1924457,226.7481677,230.8433076,244.8661717,243.7201026,238.1902221,0,0
6720468P15Rik,0,0,0,0,0.592272424,0.360894276,0,0
6720483E21Rik,0,0,1.693227195,0,0.296136212,0,0,0
6720489N17Rik,0,0,1.693227195,33.4093612,30.50202985,38.25479324,80.91122238,72.26467332
6820408C15Rik,0,1.866240064,6.772908779,3.259449873,1.776817273,4.33073131,0,0
6820431F20Rik,481.7626952,538.4102583,524.9004304,16.29724937,14.51067439,16.96203096,0,0
7420426K07Rik,0,0,0,0,0,0,0,0
7420461P10Rik,0,0,0,0,0,0,0,0
7420700N18Rik,0,0,0,0,0.296136212,0.721788552,0,0
7420701I03Rik,0,0,0,0,0,0,0,0
7530416G11Rik,0,0,0,0,0,0,0,0
7530420F21Rik,4.144195227,2.799360095,0,0,0,0,0,0
7630403G23Rik,0,0,0,0,0,0,0,0
8030411F24Rik,0,0,0,0,0,0,0,0
8030423F21Rik,0,0,0,0,0,0,0,0
8030423J24Rik,0,0,0,0,0,0,0,0
8030442B05Rik,0,0,0,0,0,0,0,0
8030443G20Rik,0,0,0,0,0,0.360894276,0,0
8030462N17Rik,233.1109815,265.9392091,241.0026707,211.4568105,191.0078568,192.7175433,0,0
8430403D17Rik,16.57678091,1.866240064,1.693227195,2.444587405,0.888408636,1.804471379,0,0
8430406I07Rik,34.18961062,47.58912162,52.49004304,134.8597385,131.7806144,138.2225076,116.3098822,101.1705427
8430408G22Rik,0,0,0,2.444587405,2.369089697,3.608942758,0,0
8430410A17Rik,66.30712363,71.85024245,68.85790592,103.8949647,97.72494999,99.24592586,116.3098822,238.473422
8430410K20Rik,107.7490759,85.84704292,75.06640563,106.7469833,114.3085779,117.6515339,227.5628129,144.5293466
8430419L09Rik,1747.814337,1884.902464,1926.892548,525.5862921,363.062996,574.9045814,485.4673343,541.9850499
8430422H06Rik,0,0,0,0,0,0,0,0
8430423G03Rik,0,0,0,0,0,0,0,0
8430427H17Rik,109.8211735,74.64960254,90.30545039,237.9398407,265.6341823,234.9421736,0,7.226467332
8430429K09Rik,15.5407321,20.5286407,25.96281699,16.29724937,17.47203651,18.04471379,30.34170839,101.1705427
8430431K14Rik,0,0,0,0,0,0.360894276,0,0
8430436N08Rik,0,0,0,0,0,0,0,0
8430437L04Rik,0,0,0,0,0,0,0,0
9030025P20Rik,531.4930379,505.7510572,435.1593891,2.852018639,3.849770757,3.248048483,5.056951399,0
9030204H09Rik,0,0,0,0,0,0,0,0
9030224M15Rik,0,0,0,2.852018639,1.48068106,1.082682828,5.056951399,0
9030404E10Rik,0,0,0,0,0.296136212,0,0,0
9030418K01Rik,0,0,0,10.59321209,25.76385045,11.18772255,10.1139028,14.45293466
9030425E11Rik,0,0,0,1.222293702,3.849770757,2.526259931,278.1323269,231.2469546
9030612E09Rik,0,0,0,0,0,0,0,0
9030617O03Rik,217.5702494,248.2099285,254.5484883,16.7046806,22.50635212,16.96203096,161.8224448,65.03820599
9030619P08Rik,0,0,0,0,1.776817273,2.165365655,0,0
9030624G23Rik,1.036048807,0.933120032,0,3.666881107,2.961362121,3.248048483,0,0
9030624J02Rik,838.1634847,878.9990699,918.8579577,343.4645304,334.9300559,346.4585048,197.2211045,202.3410853
9030625A04Rik,0,0.933120032,0,35.85394861,38.20157136,37.89389896,146.6515906,72.26467332
9130008F23Rik,0,6.531840223,6.772908779,4.074312342,4.442043181,5.413414138,121.3668336,28.90586933
9130011E15Rik,16.57678091,23.32800079,22.01195353,79.85652189,74.03405302,73.261538,45.51256259,14.45293466
9130011J15Rik,478.6545487,479.6236963,490.4714774,265.6451647,264.7457736,297.015989,460.1825773,339.6439646
9130014G24Rik,0,0,0,5.296606044,8.587950151,5.052519862,45.51256259,108.39701
9130015A21Rik,0,0,0,0,0,0,0,0
9130015L21Rik,0,0,0,0,0,0,0,0
9130017N09Rik,0,0,0,0.814862468,0,0,25.28475699,21.679402
9130019O22Rik,5.180244034,8.398080286,3.950863454,8.963487151,10.06863121,8.300568344,25.28475699,28.90586933
9130019P16Rik,0,0,0,7.333762215,5.922724242,5.413414138,0,0
9130023H24Rik,49.73034273,77.44896264,73.37317844,40.74312342,45.60497666,43.66820738,0,14.45293466
9130024F11Rik,0,0,0,1.629724937,1.776817273,0.721788552,20.22780559,14.45293466
9130204L05Rik,0,0,0,0,0,0,0,0
9130206I24Rik,10.36048807,7.464960254,6.772908779,2.852018639,0.296136212,1.804471379,10.1139028,36.13233666
9130209A04Rik,0,0,0,0,0,0,0,0
9130221F21Rik,0,0,0,0,0,0,0,0
9130221H12Rik,797.7575812,823.9449881,829.6813254,223.6797476,244.6085112,212.5667285,171.9363476,245.6998893
9130227L01Rik,0,0,0,0,0,0,0,0
9130230L23Rik,0,0,0,0,0,0,0,0
9130401M01Rik,17.61282972,33.59232114,20.31872634,89.22744028,84.10268424,100.689503,359.0435493,310.7380953
9130404H23Rik,0,0,0,0,0,0,0,0
9130409I23Rik,0,0,0,0,0,0,0,0
9230009I02Rik,0,0,0,0,0,0,0,0
9230102K24Rik,0,0,0,0,0,0.721788552,0,0
9230102O04Rik,0,0,0,0,0,0,0,0
9230104L09Rik,0,0,0,0,0,0,0,0
9230105E05Rik,0,0,0,4.481743576,5.62658803,3.608942758,0,0
9230110C19Rik,0,0,0,8.556055917,5.034315606,9.383251172,0,0
9230110F15Rik,0,0,0,0,0,0,0,0
9230112D13Rik,0,0,0,0,0,0,0,0
9230112J17Rik,0,0,0,0,0,0,0,0
9230114K14Rik,277.6610802,318.1939308,295.185941,23.22358035,19.54499,23.81902221,75.85427098,57.81173866
9230115E21Rik,0,0,0,0,0,0,0,0
9230116N13Rik,6.216292841,13.99680048,11.85259036,7.333762215,6.514996666,9.022356896,5.056951399,0
9330020H09Rik,70.45131886,38.2579213,59.26295182,27.70532392,31.39043848,27.78885924,25.28475699,43.35880399
9330111N05Rik,0,0,0,0,0,0,0,0
9330117O12,0,0,0,0,0,0,0,0
9330133O14Rik,90.13624619,93.31200318,110.0597677,30.9647738,36.12861788,27.06707069,176.993299,158.9822813
9330151L19Rik,21.75702494,15.86304054,18.06109008,16.7046806,20.72953485,21.29276227,55.62646539,50.58527133
9330158H04Rik,0,0,0,0,0.296136212,0,0,0
9330159F19Rik,0,0,0,0,0,0,0,0
9330159M07Rik,2.072097614,3.732480127,9.594954104,6.518899746,2.961362121,2.887154207,0,0
9330162B11Rik,0,0,0,0,0,0,0,0
9330175E14Rik,0,0,0,0,0,0,0,0
9330175M20Rik,0,0,0,0,0,0,0,0
9330178D15Rik,0,0,0,0,0,0,0,0
9330179D12Rik,3.10814642,0,0,0.407431234,1.48068106,0,15.1708542,0
9330182L06Rik,1.036048807,0.933120032,1.12881813,1.222293702,0.592272424,2.165365655,0,0
9330182O14Rik,0,0,0,0,0.296136212,0,0,0
9430007A20Rik,0,0,0,0,0,0,0,0
9430008C03Rik,44.55009869,33.59232114,37.81540735,97.7834962,95.65199651,90.94535751,20.22780559,43.35880399
9430014N10Rik,0,0,0,0,0,0,0,0
9430015G10Rik,196.8492733,165.1622456,162.5498107,147.0826755,146.587425,116.2079568,65.74036818,0
9430016H08Rik,50.76639153,95.17824324,99.90040449,113.6733143,107.2013088,114.7643797,171.9363476,93.94407532
9430018G01Rik,0,0,0,1.629724937,1.184544848,1.804471379,0,0
9430019J16Rik,0,0,0,0,0,0,0,0
9430020K01Rik,3.10814642,7.464960254,11.2881813,209.0122231,144.2183353,159.1543756,5.056951399,14.45293466
9430021M05Rik,0,0,0,0,0,0,0,0
9430023L20Rik,40.40590346,56.92032194,46.28154332,108.3767083,113.124033,103.2157629,439.9547717,368.5498339
9430031J16Rik,0,0,0,0,0,0,0,0
9430032N09Rik,0,0.933120032,0,0,0,0,0,0
9430037G07Rik,3.10814642,0,0,1.222293702,0.592272424,0.360894276,0,7.226467332
9430038I01Rik,3.10814642,13.06368045,7.901726909,31.77963626,26.9483953,33.92406193,222.5058615,252.9263566
9430041J12Rik,0,0,0.564409065,0,0,0,0,0
9430060I03Rik,4.144195227,1.866240064,2.822045325,6.926330981,5.922724242,7.939674069,116.3098822,36.13233666
9430069I07Rik,0,0,0,2.444587405,1.184544848,1.443577103,0,0
9430076C15Rik,0,0,0,0,0,0,0,0
9430076G02Rik,857.848412,883.6646701,919.4223668,343.0570992,299.9859829,403.8406947,116.3098822,50.58527133
9430083A17Rik,0,0,1.12881813,0,0.888408636,1.082682828,0,50.58527133
9430091E24Rik,9.324439261,7.464960254,15.23904475,19.96413047,23.98703318,18.76650234,30.34170839,0
9530002B09Rik,0,0,0,0,0,0,0,0
9530003J23Rik,0,0,0,0,0,0.360894276,0,0
9530008L14Rik,0,0,0,0,0.888408636,1.082682828,0,0
9530026F06Rik,0,0,0,0,0,0.360894276,0,0
9530026P05Rik,0,0,0,0,0,0,0,0
9530027J09Rik,21.75702494,78.38208267,69.42231499,99.82065237,72.55337196,116.2079568,0,0
9530036O11Rik,0,0,0,0,0.296136212,0,0,0
9530048J24Rik,1.036048807,0,1.693227195,0.407431234,0.592272424,0.360894276,0,0
9530051G07Rik,0,0,0,0,0,0,0,0
9530052E02Rik,89.10019738,119.4393641,81.83931441,17.51954307,18.06430894,14.07487676,0,0
9530053A07Rik,2.072097614,1.866240064,2.822045325,0,0.592272424,0,0,0
9530059O14Rik,0,0,0,0,0,0.360894276,0,0
9530068E07Rik,220.6783958,247.2768084,228.0212622,529.6606044,580.1308395,561.1905989,419.7269661,621.4761906
9530077C05Rik,5.180244034,1.866240064,0.564409065,13.44523073,9.180222575,8.66146262,0,0
9530080O11Rik,0,0,0,2.852018639,5.330451818,6.135202689,0,0
9530082P21Rik,4.144195227,12.13056041,8.466135974,35.44651737,35.24020924,23.09723365,55.62646539,79.49114065
9530091C08Rik,47.65824511,43.85664149,33.30013483,0,0,1.082682828,10.1139028,7.226467332
9630013A20Rik,0,0,0,0,0,0,0,0
9630028B13Rik,1.036048807,0,0,2.852018639,3.553634545,4.33073131,0,0
9630028H03Rik,0,0,0,0,0,0,0,0
9630033F20Rik,0,0,0,46.44716069,64.85383045,47.63804441,96.08207657,50.58527133
9830001H06Rik,88.06414858,75.58272257,87.48340506,220.0128664,281.0332653,202.1007945,541.0937997,686.5143966
9830107B12Rik,3.10814642,3.732480127,2.25763626,11.40807456,11.54931227,16.96203096,0,7.226467332
9830132P13,343.9682039,355.5187321,352.1912565,8.556055917,5.62658803,9.022356896,0,21.679402
9830147E19Rik,0,0,0,26.48303022,23.69089697,26.70617641,0,0
9830166K06Rik,0,0,0,4.074312342,8.884086363,3.248048483,0,0
9930005F22Rik,1.036048807,0,1.12881813,0.407431234,0.592272424,1.443577103,0,0
9930012K11Rik,3.10814642,1.866240064,1.12881813,7.741193449,15.69521924,11.54861683,30.34170839,7.226467332
9930013L23Rik,0,0,0,1.629724937,0.888408636,1.443577103,0,7.226467332
9930014A18Rik,0,0,0,38.70596724,59.81951484,45.83357303,0,0
9930021D14Rik,73.55946528,82.1145628,75.6308147,92.07945892,100.0940397,86.97552048,0,0
9930021J03Rik,370.9054728,343.3881717,371.9455738,165.8245123,176.7933186,146.523076,288.2462297,404.6821706
9930023K05Rik,1.036048807,0,0,2.037156171,0.888408636,1.082682828,0,0
9930104L06Rik,39.36985466,56.92032194,39.50863454,79.04165943,38.20157136,53.05145855,45.51256259,43.35880399
9930111J21Rik1,0,0,0,7.741193449,10.36476742,8.300568344,5.056951399,7.226467332
9930111J21Rik2,0,0,0,1.629724937,0.592272424,0.721788552,5.056951399,0
A030009H04Rik,8.288390454,2.799360095,3.38645439,2.037156171,3.849770757,2.165365655,10.1139028,57.81173866
A130010J15Rik,7.252341647,4.665600159,6.208499714,50.52147304,59.22724242,58.82576696,85.96817378,21.679402
A130022J15Rik,38.33380585,15.86304054,19.18990821,29.74248009,28.42907636,29.23243634,25.28475699,0
A130040M12Rik,1686.687457,1646.956856,1524.468884,0,0,0.360894276,91.02512518,108.39701
A130049A11Rik,216.5342006,248.2099285,223.5059897,89.63487151,74.33018924,87.33641475,15.1708542,0
A130077B15Rik,578.1152342,445.0982552,419.3559352,2.037156171,3.257498333,5.052519862,10.1139028,14.45293466
A1bg,0,0,0,0,0,0,0,0
A1cf,0,0,0,13.44523073,8.291813939,22.01455083,0,0
A230001M10Rik,0,0,0,0,0,0,0,0
A230020J21Rik,6.216292841,4.665600159,6.772908779,32.1870675,39.97838863,35.36763903,0,0
A230028O05Rik,0,0,0,0,0,0,0,0
A230046K03Rik,372.9775704,399.3753736,353.3200746,206.975067,231.5785179,236.746645,303.4170839,144.5293466
A230050P20Rik,10.36048807,18.66240064,15.80345382,32.1870675,40.86679727,39.33747607,298.3601325,317.9645626
A230051G13Rik,645.4584066,638.2541017,653.0212881,224.0871788,204.3339863,232.7768079,237.6767157,173.435216
A230056J06Rik,0,0,0.564409065,0.407431234,0,0,20.22780559,21.679402
A230056P14Rik,442.3928405,386.3116932,421.0491624,75.78220955,87.65631878,78.31405786,45.51256259,14.45293466
A230057D06Rik,0,0,0,0,0.296136212,0,0,0
A230065H16Rik,0,0,0,0,0,0,0,0
A230070E04Rik,0,0,0,0,0,0,0,0
A230072C01Rik,75.6315629,81.18144277,74.50199657,25.66816775,29.02134879,28.51064779,15.1708542,0
A230072E10Rik,0,0,0.564409065,0.814862468,0.296136212,0.721788552,0,0
A230073K19Rik,212.3900054,186.6240064,222.3771716,99.0057899,95.65199651,113.3208026,0,0
A230077H06Rik,0,0,0,0,0,0,0,0
A230108P19Rik,1.036048807,0.933120032,0.564409065,0.407431234,0,1.082682828,0,0
A2ld1,2.072097614,0.933120032,0,40.33569218,42.05134212,41.14194745,0,50.58527133
A2m,0,0,0,11.81550579,8.587950151,23.09723365,0,0
A330009N23Rik,0,0,0,2.037156171,1.776817273,0.721788552,20.22780559,7.226467332
A330021E22Rik,0,0,0,0.407431234,1.184544848,0,0,0
A330023F24Rik,87.02809977,61.5859221,57.56972462,2.852018639,1.776817273,1.804471379,0,0
A330032B11Rik,18.64887852,9.331200318,13.54581756,1.222293702,2.665225909,1.804471379,0,0
A330035P11Rik,8.288390454,2.799360095,3.950863454,4.88917481,1.776817273,2.526259931,0,0
A330040F15Rik,2.072097614,1.866240064,12.98140849,1.629724937,1.184544848,1.443577103,0,0
A330041J22Rik,4.144195227,6.531840223,0.564409065,0,0,0.721788552,0,0
A330048O09Rik,0,0,0,0,0,0,0,0
A330049M08Rik,0,0,4.515272519,0,0,0.360894276,5.056951399,0
A330049N07Rik,0,0,0,0,0,0,0,0
A330050B17Rik,1.036048807,1.866240064,2.25763626,2.444587405,4.442043181,5.774308413,0,0
A330050F15Rik,0,0.933120032,0,0,0,0,0,0
A330069E16Rik,0,7.464960254,5.079681584,5.296606044,3.553634545,3.248048483,10.1139028,0
A330070K13Rik,0,0,0,0,0,0,0,0
A330076C08Rik,0,0,0,0,0,0,5.056951399,0
A330076H08Rik,0,0,0,0,0.592272424,0,0,0
A330093E20Rik,0,0,0,0,0,0,0,0
A330102I10Rik,0,0,0,0,0,0,0,0
A3galt2,1.036048807,0.933120032,0.564409065,0.814862468,1.776817273,0.360894276,0,0
A430005L14Rik,164.7317603,191.2896065,159.1633563,172.343412,171.1667306,225.5589224,278.1323269,361.3233666
A430033K04Rik,47.65824511,35.45856121,40.07304361,44.00257329,42.05134212,34.2849562,0,28.90586933
A430035B10Rik,15.5407321,20.5286407,18.06109008,2.037156171,2.072953485,3.248048483,0,14.45293466
A430071A18Rik,3.10814642,4.665600159,3.950863454,12.22293702,16.58362788,12.99219393,0,0
A430078G23Rik,97.38858784,80.24832273,88.04781413,41.55798588,48.27020257,30.31511917,0,0
A430084P05Rik,0,0,0,1.222293702,1.184544848,1.804471379,5.056951399,57.81173866
A430088P11Rik,0,0,0,0.814862468,1.776817273,2.165365655,0,0
A430089I19Rik,0,0,0,0,0,0,0,0
A430090L17Rik,1.036048807,0.933120032,1.693227195,3.259449873,1.48068106,3.608942758,0,0
A430092G05Rik,0,0.933120032,4.515272519,11.00064332,15.99135545,13.35308821,0,0
A430093F15Rik,0,0,0,0,0.296136212,0,0,0
A430105I19Rik,16.57678091,9.331200318,10.15936317,3.666881107,2.369089697,1.804471379,5.056951399,0
A430107O13Rik,0,0,0,9.77834962,7.995677727,9.383251172,0,0
A430107P09Rik,0,0,0,0,0,0,0,0
A430110N23Rik,0,0.933120032,0,0,2.369089697,0.360894276,0,0
A4galt,0,0,1.12881813,0,0.296136212,0,50.56951399,28.90586933
A4gnt,0,0,0.564409065,0,0.296136212,0,0,0
A530006G24Rik,0,0,0,0,0,0,0,0
A530013C23Rik,49.73034273,59.71968203,47.97477052,0,0.592272424,0.360894276,0,0
A530016L24Rik,0,0,0,0,0,0,0,0
A530032D15Rik,5.180244034,0,1.12881813,0.407431234,0.888408636,0.360894276,5.056951399,21.679402
A530046M15,0,0,0,0,0,0.360894276,0,0
A530050N04Rik,0,0,0,0,0,0,0,0
A530053G22Rik,0,0,0,0,0,0,0,0
A530054K11Rik,163.6957115,176.359686,146.7463569,52.55862921,53.00838197,51.96877572,10.1139028,21.679402
A530058N18Rik,0,0,0,0,0,0,0,0
A530064D06Rik,35.22565943,26.12736089,31.60690764,8.148624683,15.99135545,18.76650234,40.45561119,28.90586933
A530065N20,0,0,1.12881813,0,0,0,0,0
A530072M11Rik,1.036048807,1.866240064,4.515272519,1.222293702,2.072953485,1.443577103,5.056951399,0
